Title,Category Name,Experience,Sub Category Name,Currency,Budget,Location,Freelancer Preferred From,Type,Date Posted,Description,Duration,Client Registration Date,Client City,Client Country,Client Currency,Client Job Title
12 illustrations to match paragraphs. (Fantasy illustrations),Design,Expert ($$$),Illustration & Drawing,GBP,360.0,remote,ALL,fixed_price,2023-01-19 02:57:09,"I'm looking to get 11 individual illustrations to be made for a fantasy environments based on what the text says. So there will be 11 paragraphs that will be give to you at each stage and the illustrations have to match that. 3 of these paragraphs are attached for reference to the job.

The illustrations need to all be made to a specific size. The size is for each one (1920 by 1210 pixels)

Also please see attached an example of illustration style. I am looking to continue with.

The illustrations will be required in some cases to be drawn in multipul angles as some of the paragraph text talk about each other or are part of the same zone but just a different parts of it. ( This can be explained better below). The paragraphs below talk about the Dragon Island.

Looking forward to hearing any question you guys have. Please only contact if you have relevant experience in fantasy illustrations

• DRAKENSBERG MOUNTAIN
The Drakensberg Mountain is the largest mountain on the Get a Bear Island. It is located on the Dragon Isles at the upper right side of the Get a Bear Island; by the right ear of the Bear. The mountain is inhabited by lots of mountain goats, who are the fastest animals on the Island; snakes can also be found on the mountain. The dragons sometimes eat the goats when they are unsuspecting but if there not fast the goats immediately run far away. A mysterious thing about the Drakensberg Mountain is that; the right side of the mountain is always dark. The sun never seems to be able to penetrate into that side, no matter how brightly it shines. The light always stops short of the farther right side of the mountain. Many have been too frightened to explore it and it has been told that those who did never returned.

• THE GULF OF DRAGONS ISLES
The Gulf of the Dragon Isles is located at the top right corner of the Get a Bear Island Map; beneath the Dragon Isles. The gulf is home to hundreds of fish. Sometimes, you can see a dragon diving in to the water to swoop up a fish or two that comes close to the surface. So, if you ever wish to sail through the gulf, make sure that you cover your raft with branches and move slowly so that they think that it is only a piece of wood floating by to avoid drawing the dragons’ attention. You also have to hang on tight to the boat because of the rough waters that can occur and rocks that could break the boat in a second. The water temperature is usually very low so it is mostly freezing cold; this is because of the current pulling water in from the Blizzard Plains.

• DRAGON ISLES
The Dragon Isles is located towards the upper right side of the Get a Bear Island; by the right ear of the Bear. The island is the origin of one of the creatures; whose statue is in the Land Of Honour. He is the Dragon Chief who rules the Draconic Clan. The weather in the Dragon Isles is mostly windy, whether it is night or day. The Dragon Isles has a very large mountain on it. The mountain is the largest structure on the Get a Bear Island. The mountain is called Drakensberg and it is the pride of the Dragon Isles. When men used to hunt dragons, it caused all the dragons to flee to the Drakensberg Mountain to hide; so, whenever rain falls, it rarely reaches the ground because of all the giant dragons there.",,2017-11-27,Glasgow,United Kingdom,GBP,
Handling of company accounts,Business,Entry ($),Finance & Accounting,GBP,100.0,remote,ALL,fixed_price,2023-01-19 02:57:29,"Hi,

We are looking for a reliable professional for handling all paperwork related to company accounts (mainly annual account filing). The professional need to be legally eligible and competent to carry out this work in UK and must be aware of all current regulations around UK taxes. ",1 day or less,2020-01-30,Portsmouth,United Kingdom,GBP,
Wordpress Expert for Streaming website,Technology & Programming,Expert ($$$),Website Development,EUR,37.0,remote,ALL,hourly,2023-01-19 03:18:08,"wordpress Expert needed

I will contact only people who have worked before wordpress Streaming for Movies and series websites
must also have lot skilled

Note: I am only looking for experts who can handle all my requirements professionally.

If these criteria match you Please Apply to this job .
Thank you
",,2023-01-18,Frankfurt am Main,Germany,EUR,
I require a landing page using the shopify platform.,Design,Entry ($),Web Design,GBP,6.0,remote,ALL,fixed_price,2023-01-19 02:57:50,I am looking for a landing page using the shopify platform with a view of working with someone longterm to also create a website.,,2019-02-13,City of London,United Kingdom,GBP,
Looking for a pro anime to create 10 second video ,Design,Entry ($),Animation,GBP,50.0,remote,ALL,fixed_price,2023-01-19 02:58:15,"Looking for an anime creator to create a 10-15 second video of a car game collecting items (like super Mario collecting coins) but instead will be lipgloss. 

Samples attached. 
",,2014-05-30,Manchester,United Kingdom,GBP,Looking for a manufacturer
UI/UX for web application,Design,Expert ($$$),Web Design,GBP,88.0,remote,ALL,fixed_price,2023-01-19 02:58:20,"Hi there, we are looking for ui/ux design for web application. We anticipate 18-20 pages. Page requirements will be discussed over a call, there are no wireframes. thanks",,2015-02-21,City of London,United Kingdom,GBP,
Logo for career coaching company,Design,Intermediate ($$),Logo Design,GBP,90.0,remote,ALL,fixed_price,2023-01-19 02:58:56,I need a couple of logo designs created for me to present to a client. Name and tagline already created and I can advise on thoughts for icon to support the logo. Needs consideration for fonts and colours. ,,2019-03-07,Clapham,United Kingdom,GBP,
A collection on 20 garments,Design,Expert ($$$),Fashion & Clothing,GBP,99.0,remote,ALL,fixed_price,2023-01-19 02:59:47,"I hope this message finds you well.

I am looking for a seamstress to produce my collection of 20 outfits. I am just starting my brand in UK although I worked 10 year in my country. I am looking for someone with experience to do the patterns, sewing and fittings. As a fashion designer I have some designs a little more complex in terms of shape so I require someone with good experience in pattern making. Need to be in London as I want to follow the production closely.

I look for ward to hearing from you.

With warm regards, 
Joana",,2020-03-05,London,United Kingdom,GBP,Fashion designer
"Lead Gen needed for Big Project! No selling, No appointments!","Marketing, Branding & Sales",Expert ($$$),Sales & Calls,GBP,25.0,remote,ALL,hourly,2023-01-18 20:57:14,"We are are global marketing company working with a major IT client who require leads from us on a quarterly basis and need some help securing genuine leads for a new project.

The project is due to start in 2 weeks time for approximately 2 months in duration. If you perform well on the campaign we can offer a lot more work from other clients as well throughout the year.

The role does not require sales or appointments, but instead, getting in touch with IT decision makers from a provided data list and promoting a white paper which will be emailed over to them. There will also be 4 main questions to ask them, the answers to which will need to be recorded in your notes on the call.

If you have experience doing something similar, please reach out! We are looking for clear, professional speakers who can get results.

As these contact are based in the US, please only apply if you can work between the hours of 2pm-10pm BST. Hours worked can be flexible but must be between these times.

Get in touch if you think you'll be a great fit!

Renee



",,2013-02-04,Cambridge,United Kingdom,GBP,"New Business Manager: Telesales, Appointment Generation, Social Media and Corporate Communications Professional."
Help me set a multi dropdown calculator with Javascript ,Technology & Programming,Entry ($),Programming & Coding,USD,50.0,remote,ALL,fixed_price,2023-01-18 20:53:38,"Refer to the attached file as an example, create a simple Applet with Javascript:
1.Set 2 categories,3 items in category 1 and 2 items in category 2,
2.Set Item 1 value=5,Item 2 value =10,Item 3 value= 15,Item 4 value=20,Item 5 value=25;
3.Set  Qty  button after each item value
4.After click calculate button, it will display the total value of selected items; plus another button to send result to designated email address as an option;
5.Source code must be provided in both PDF and notepad file, otherwise no payment.
",,2018-09-01,Auckland,New Zealand,USD,Web Designer
Distribution graph required,Business,Entry ($),Finance & Accounting,GBP,30.0,remote,ALL,fixed_price,2023-01-18 20:54:41,"I have created a worksheet for students on distribution graph that I need someone to create exam scores to the  distribution graphs for the following: 
---normal distribution graph
---positive distribution graph
---negative distribution graph

1. I would like someone to create the numbers (grade scores that show a normal, positive, and negative distribution graph

2. Also to create the exam scores numbers  to show the mean, median and mode in relation to each type of graph.

I have marked in red what needs to be done.  (have word document)

To start ASAP
Thank you ",,2022-09-11,Palmers Green,United Kingdom,GBP,
Multi site updates ,Technology & Programming,Entry ($),Website Development,GBP,18.0,remote,ALL,hourly,2023-01-18 20:54:41,Website updates. Check a dozen sites that work under a multisite. ,,2018-03-17,Cheltenham,United Kingdom,GBP,Director
Need someone with Clickhouse Database expertise ,Technology & Programming,Entry ($),Databases,USD,120.0,remote,ALL,fixed_price,2023-01-18 20:27:44,I want to do a clickhouse database project which handles data and does distributed data between servers,,2020-11-04,Fremont,United States,USD,
modify existing flyer  ,Design,Entry ($),Graphic Design,USD,15.0,remote,ALL,fixed_price,2023-01-18 19:43:54,"i would like to modify a existing flyer which is in pdf. As for the result i would like to add some text , signs and so on. 
Delivery should be in ready to print PDF and all raw files ",,2015-11-06,Dieburg,Germany,EUR,
Wordpress website offline files to be cleaned up for malware,Technology & Programming,Entry ($),CMS Development,GBP,20.0,remote,ALL,fixed_price,2023-01-18 19:38:13,I have backup files from my wordpress website stored offline. Looks like it is infected with malware and I need help in cleaning it up and restoring the site.,,2010-03-02,City of London,United Kingdom,GBP,Data Integration and Cloud Consultancy
Simple SQL Query,Technology & Programming,Entry ($),Databases,GBP,30.0,remote,ALL,fixed_price,2023-01-18 19:23:02,"I need someone to write a quick SQL query based on a screenshot of data I can share
Simple exclude and 'top x' required",,2022-03-14,London,United Kingdom,GBP,
Published Travel Writer required for content creation,Writing & Translation,Entry ($),Content Writing,GBP,50.0,remote,ALL,fixed_price,2023-01-18 19:23:01,"I am looking for a published travel writer to write some articles on 'Top Hotels' in a specific niche.
A lot of the research has already been done, so it is just a case of formulating into a SEO friendly article for my website. I am hoping to establish a long running partnership with a travel writer and would ideally like to attribute the article to you on my website. More information can be given upon request. I have two article briefs ready to go, with more to follow!",,2011-06-06,Amsterdam,Netherlands,GBP,Wordpress Expert
Shopify - Filtering Work (Product Selection/Non-Selection),Design,Intermediate ($$),Web Design,GBP,65.0,remote_country,GB,fixed_price,2023-01-18 19:18:48,"On our website www.juicebitz.co.uk we have added filters for our USB Cables, so that customers are presented with ""Brand"" and ""Compatible Model"". At the moment, if the user selects ""For Apple"", like this: https://www.juicebitz.co.uk/collections/usb-2-0?filter.p.m.custom.compatible_brand=For+Apple

We have that many models for all mobile phone manufacturers, that we don't want to be shown like the example above, but only the matching products under that Brand should be shown.

For instance - if For Apple is selected, only iPhone & iPad models should show, no Samsung, no Huawei etc etc.

We do have the Metafields in place for the filters as you can see in the images attached.
We also have Product Tags which could help assist with the implementation.

Thanks for looking.

JuicEBitz®",1 day or less,2022-03-23,Filey,United Kingdom,GBP,Director
